group_id,page_id,qa_id,question,answer,similarity_score,action,kept_qa_id
semantic-552,13-700_fuel-sys,13-700_fuel-sys-q06,What resistance reading indicates proper operation at temperatures above 4°C?,The ohmmeter display should be approximately ∞ ohms at temperature > 4°C (39°F).,0.9002299904823303,dropped,13-703_fuel-sys-q06
semantic-553,13-700a_fuel-sys,13-700a_fuel-sys-q01,What is the minimum oil temperature required for all adjustments when adjusting engine idle speed and CO level?,The engine must be at operating temperature with oil temperature at least 60°C (140°F).,0.973230242729187,kept,13-700a_fuel-sys-q01
semantic-553,13-701_fuel-sys,13-701_fuel-sys-q01,What is the minimum engine oil temperature required before adjusting idle speed and CO level?,The engine oil temperature must be at least 60° C (140° F).,0.973230242729187,dropped,13-700a_fuel-sys-q01
semantic-553,13-702_fuel-sys,13-702_fuel-sys-q01,What is the minimum oil temperature required for engine idle speed and CO level adjustments?,The engine oil temperature must be at least 60°C (140°F).,0.973230242729187,dropped,13-700a_fuel-sys-q01
semantic-554,13-701_fuel-sys,13-701_fuel-sys-q06,What special tool should be inserted into the throttle valve switch wire plug?,Special Tool 13 4 010 should be inserted in the wire plug after pulling off the plug on the throttle valve switch.,0.9440752863883972,kept,13-701_fuel-sys-q06
semantic-554,13-700a_fuel-sys,13-700a_fuel-sys-q04,What special tool is inserted into the throttle valve switch wire plug?,Special Tool 13 4 010 is inserted into the wire plug after pulling off the plug on the throttle valve switch.,0.9440752863883972,dropped,13-701_fuel-sys-q06
semantic-554,13-702_fuel-sys,13-702_fuel-sys-q08,What tool is required for throttle valve switch wire plug insertion?,Special Tool 13 4 010 is inserted in wire plug after pulling off plug on throttle valve switch.,0.9440752863883972,dropped,13-701_fuel-sys-q06
semantic-555,13-700a_fuel-sys,13-700a_fuel-sys-q05,What is the maximum allowable vacuum difference when adjusting throttle valve necks?,The maximum vacuum difference is 5 mbar when adjusting each throttle valve neck to the same intake pipe vacuum.,0.9639366865158081,kept,13-700a_fuel-sys-q05
semantic-555,13-702_fuel-sys,13-702_fuel-sys-q05,What is the maximum allowable vacuum difference between throttle valve necks?,The maximum vacuum difference is ± 5 mbar.,0.9639366865158081,dropped,13-700a_fuel-sys-q05
semantic-556,13-702_fuel-sys,13-702_fuel-sys-q10,What should be done after finishing throttle valve adjustments?,"Mount new anti-tamper locks (2) after finishing adjustments, then check engine idle speed and CO level, correcting if necessary.",0.9097899794578552,kept,13-702_fuel-sys-q10
semantic-556,13-700a_fuel-sys,13-700a_fuel-sys-q09,What should be checked after finishing the throttle valve adjustments?,"After finishing adjustments, check engine idle speed and CO level, correcting if necessary, then install new anti-tamper plugs.",0.9097899794578552,dropped,13-702_fuel-sys-q10
semantic-557,13-814_fuel-sys,13-814_fuel-sys-q05,What resistance reading indicates a good 45°C temperature switch when the coolant is below 30°C?,The ohmmeter should display at least 100 k-ohms with coolant temperature of less than 30°C (86°F).,0.9009211659431458,kept,13-814_fuel-sys-q05
semantic-557,13-703_fuel-sys,13-703_fuel-sys-q09,What is the proper resistance reading for the 45°C temperature switch when tested below 30°C?,The ohmmeter should display approximately 0 ohm for temperatures below 30°C (86°F).,0.9009211659431458,dropped,13-814_fuel-sys-q05
semantic-558,13-710_fuel-sys,13-710_fuel-sys-q02,Which terminals need to be bridged when testing the fuel pump relay?,Bridge terminals 87 and 30 with Special Tool 61 3 050.,0.9817505478858948,kept,13-710_fuel-sys-q02
semantic-558,13-720_fuel-sys,13-720_fuel-sys-q12,What terminals need to be bridged on the fuel pump relay for testing?,Bridge terminals 87 and 30 with Special Tool 61 3 050.,0.9817505478858948,dropped,13-710_fuel-sys-q02
semantic-559,13-713_fuel-sys,13-713_fuel-sys-q02,What should the resistance be between terminals 2 and 1 or 2 and 3 on the idle speed control valve?,The nominal resistance between terminals 2 and 1 or between 2 and 3 should be approximately 20 ohms each.,0.9292372465133667,kept,13-713_fuel-sys-q02
semantic-559,13-713_fuel-sys,13-713_fuel-sys-q01,What is the nominal resistance value between terminals 1 and 3 on the idle speed control valve?,The nominal resistance between terminals 1 and 3 is approximately 40 ohms.,0.9292372465133667,dropped,13-713_fuel-sys-q02
semantic-560,33-16_rear-axl,33-16_rear-axl-q09,What type of nut should be replaced during installation?,Replace self-locking nut during installation to the specified tightening torque.,0.9000353813171387,kept,33-16_rear-axl-q09
semantic-560,13-730_fuel-sys,13-730_fuel-sys-q12,What type of nut should be used during installation to replace the joint nut?,Replace self-locking nut during installation.,0.9000353813171387,dropped,33-16_rear-axl-q09
semantic-561,13-750_fuel-sys,13-750_fuel-sys-q03,What does plug connection A represent when 1 + 0?,A) 1 + 0 = unleaded prem. grade US.,0.9041700959205627,kept,13-750_fuel-sys-q03
semantic-561,13-750_fuel-sys,13-750_fuel-sys-q04,What does plug connection B represent when 0 + 0?,B) 0 + 0 = unleaded reg. grade ECE.,0.9041700959205627,dropped,13-750_fuel-sys-q03
semantic-562,23-169_manual-t,23-169_manual-t-q08,What type of bolt cement is specified for bolt installation?,Install bolt with a bolt cement. The source of supply is specified as HWB.,0.9890767931938171,kept,23-169_manual-t-q08
semantic-562,13-760_fuel-sys,13-760_fuel-sys-q08,What type of bolt cement is specified for installation?,"Install screws with liquid bolt cement, HWB No. 81 22 9 400 086.",0.9890767931938171,dropped,23-169_manual-t-q08
semantic-563,31-34_front-ax,31-34_front-ax-q07,"What components are identified as items 1, 2, and 3 in the installation diagram?","Item 1 is M 10 x 50 bolt, item 2 is Washer, and item 3 is M 10 nut.",0.9046615362167358,kept,31-34_front-ax-q07
semantic-563,13-781_fuel-sys,13-781_fuel-sys-q08,What component is identified as item 3 in the installation diagram?,The plastic washer whose position needs to be checked.,0.9046615362167358,dropped,31-34_front-ax-q07
semantic-564,51-212_body-equ,51-212_body-equ-q10,What source information is provided at the bottom of the page?,The source is listed as HWIB.,0.9183332920074463,kept,51-212_body-equ-q10
semantic-564,13-781_fuel-sys,13-781_fuel-sys-q11,What additional information source is referenced at the bottom of the page?,See Specifications.,0.9183332920074463,dropped,51-212_body-equ-q10
semantic-565,25-10_gear-shi,25-10_gear-shi-q11,What numbered components are shown in the installation diagram 32 25 055?,"Component 1 is the retainer, component 2 is the washer, and component 3 is the shift rod, with an arrow indicating proper orientation.",0.9344682693481445,kept,25-10_gear-shi-q11
semantic-565,13-781_fuel-sys,13-781_fuel-sys-q12,What are the numbered components shown in the bottom installation diagram?,"1 = O-rings, 2 = code number (FD marking), 3 = plastic washer, 4 = fuel injector guard, 5 = plug receptacle.",0.9344682693481445,dropped,25-10_gear-shi-q11
semantic-565,51-420_body-equ,51-420_body-equ-q05,What are the four numbered components shown in the installation diagram?,"1 - Window recess seal, 2 - Ornamental strip, 3 - Clip, 4 - Door trim panel.",0.9344682693481445,dropped,25-10_gear-shi-q11
semantic-566,13-800_fuel-sys,13-800_fuel-sys-q01,What minimum battery voltage is required before testing the electronic idle control on the BMW 318i?,The battery must be charged to at least 11.5 volts before testing the electronic idle control.,0.9513416290283203,kept,13-800_fuel-sys-q01
semantic-566,13-810_fuel-sys,13-810_fuel-sys-q01,What is the minimum battery voltage required for testing the electronic idle control on BMW 325e?,Battery charged - battery voltage at least 11.5 volts.,0.9513416290283203,dropped,13-800_fuel-sys-q01
semantic-567,13-800_fuel-sys,13-800_fuel-sys-q02,What temperature range must components be at when testing the electronic idle control system?,Components must have room temperature at 23 ± 5° C (73 ± 9° F).,0.9741635322570801,kept,13-800_fuel-sys-q02
semantic-567,13-810_fuel-sys,13-810_fuel-sys-q02,What temperature range must components be at during electronic idle control testing?,Components must have room temperature = 23 ± 5° C (73 ± 9° F).,0.9741635322570801,dropped,13-800_fuel-sys-q02
semantic-568,13-800_fuel-sys,13-800_fuel-sys-q06,"If there's no voltage reading between terminal 2 and car ground, what should you check?","Check the green/yellow wire for breaks according to the wiring diagram with ohmmeter (M 06), and eliminate any breaks.",0.9218311309814453,kept,13-800_fuel-sys-q06
semantic-568,13-800_fuel-sys,13-800_fuel-sys-q05,What voltage reading should you get when checking between terminal 2 and car ground?,The voltmeter should display at least 9 volts.,0.9218311309814453,dropped,13-800_fuel-sys-q06
semantic-569,13-800_fuel-sys,13-800_fuel-sys-q07,What is the second voltage measurement in the idle control unit testing procedure?,"Connect voltmeter (M 01) between terminal 2 and terminal 4, turn on ignition, and check that the voltmeter displays at least 9 volts.",0.9160244464874268,kept,13-800_fuel-sys-q07
semantic-569,13-810_fuel-sys,13-810_fuel-sys-q08,What is the second voltage test procedure for the idle control unit?,Connect voltmeter (M 01) between terminal 2 and terminal 4. Turn on ignition. Voltmeter displaying at least 9 volts?,0.9160244464874268,dropped,13-800_fuel-sys-q07
semantic-570,13-801_fuel-sys,13-801_fuel-sys-q06,What voltage should the voltmeter show briefly when testing the idle signal?,The voltmeter should display at least 9 volts briefly when testing the idle signal with ignition turned on and then off.,0.9542782306671143,kept,13-801_fuel-sys-q06
semantic-570,13-811_fuel-sys,13-811_fuel-sys-q03,What voltage should the voltmeter display when checking the idle signal initially?,Voltmeter should display at least 9 volts with a nominal value of 0 ohm.,0.9542782306671143,dropped,13-801_fuel-sys-q06
semantic-571,13-801_fuel-sys,13-801_fuel-sys-q08,What voltage reading indicates a proper idle signal when pressing the accelerator pedal?,The voltmeter should display approximately 0 volt when pressing down the accelerator pedal several centimeters during the idle signal test.,0.911379873752594,kept,13-801_fuel-sys-q08
semantic-571,13-811_fuel-sys,13-811_fuel-sys-q06,What voltage should be displayed when pressing the accelerator pedal during the idle signal test?,Voltmeter should display approx. 0 volt.,0.911379873752594,dropped,13-801_fuel-sys-q08
semantic-572,13-802_fuel-sys,13-802_fuel-sys-q10,What should you do after reconnecting the wire plug to complete the idle control valve test?,"After reconnecting the wire plug, check if the speed drops below nominal speed. If not, replace the idle control valve and check the code number and color code.",0.9113396406173706,kept,13-802_fuel-sys-q10
semantic-572,13-812_fuel-sys,13-812_fuel-sys-q08,What is the final test after reconnecting the wire plug to the idle control valve?,Check if speed drops below nominal speed after reconnecting the wire plug on idle control valve.,0.9113396406173706,dropped,13-802_fuel-sys-q10
semantic-573,13-813_fuel-sys,13-813_fuel-sys-q01,What is the procedure for checking periphery for air conditioner speed?,"Connect voltmeter (M 01) between terminal 4 and terminal 9, turn on ignition, turn on air conditioner, and check if voltmeter displays at least 9 volts.",0.9814441800117493,kept,13-813_fuel-sys-q01
semantic-573,13-803_fuel-sys,13-803_fuel-sys-q01,What is the procedure for checking the air conditioner speed periphery?,Connect voltmeter (M 01) between terminal 4 and terminal 9. Turn on ignition and air conditioner. Check if voltmeter displays at least 9 volts.,0.9814441800117493,dropped,13-813_fuel-sys-q01
semantic-574,13-803_fuel-sys,13-803_fuel-sys-q03,Which terminals should be connected with a voltmeter for the second air conditioner speed check?,Connect voltmeter (M 01) between terminal 4 and terminal 11.,0.9754886031150818,kept,13-803_fuel-sys-q03
semantic-574,13-813_fuel-sys,13-813_fuel-sys-q03,Which terminals should the voltmeter be connected between for the air conditioner speed check?,Terminal 4 and terminal 9.,0.9754886031150818,dropped,13-803_fuel-sys-q03
semantic-575,13-804_fuel-sys,13-804_fuel-sys-q06,What should you check if the white wire connection test fails?,"Check the white wire of temperature sensor for breaks, eliminate breaks, check contact pins of temperature sensor for tight fit and good contact, and verify wire and contact pins are okay.",0.9520218372344971,kept,13-804_fuel-sys-q06
